Code,Year,GDP Per Capita,,
BGD,2012,2914.0488,,
BRB,2012,11860,,
BLR,2012,18245.008,,
BEL,2012,38173.234,,
BEN,2012,1867,,
BOL,2012,5503.908,,
BIH,2012,8894.932,,
BWA,2012,13134.406,,
BRA,2012,14985.498,,
BGR,2012,15314.524,,
BFA,2012,1387.6171,,
BDI,2012,727,,
KHM,2012,2649.3062,,
CMR,2012,2536.5469,,
CAN,2012,42476.344,,
CPV,2012,6273,,
CAF,2012,916,,
TCD,2012,1742.654,,
CHL,2012,20690.797,,
CHN,2012,10946.834,,
COL,2012,12129.81,,
COM,2012,1509,,
COG,2012,6300.0493,,
CRI,2012,12800.048,,
CIV,2012,2648.7744,,
HRV,2012,19413.893,,
CUB,2012,7138,,
CYP,2012,25933.494,,
CZE,2012,26483.38,,
OWID_CZS,2012,25211.404,,
COD,2012,714.7897,,
DNK,2012,43509.613,,
DJI,2012,2654,,
DMA,2012,8823,,
DOM,2012,11854.366,,
ECU,2012,10398.948,,
EGY,2012,10774.53,,
SLV,2012,7726,,
GNQ,2012,46255,,
EST,2012,22784.3,,
SWZ,2012,7552,,
ETH,2012,1291.7769,,
FIN,2012,37715.01,,
,2012,2982.5593,,
FRA,2012,36625.926,,
GAB,2012,16682.309,,
GMB,2012,1725,,
GEO,2012,9497.121,,
DEU,2012,43288.32,,
GHA,2012,3467.1042,,
GRC,2012,22746.207,,
GTM,2012,6718.332,,
GIN,2012,1397,,
GNB,2012,1361,,
HTI,2012,1674,,
HND,2012,4518,,
HKG,2012,44795.11,,
HUN,2012,20731.67,,
ISL,2012,36933.895,,
IND,2012,4982.083,,
IDN,2012,9272.009,,
IRN,2012,17556.533,,
IRQ,2012,12521.541,,
IRL,2012,47360.09,,
ISR,2012,29580.836,,
ITA,2012,34010.035,,
JAM,2012,7119.5054,,
JPN,2012,35537.438,,
JOR,2012,11704.657,,
KAZ,2012,22089.924,,
KEN,2012,2754.7646,,
KWT,2012,80657.13,,
KGZ,2012,4103.82,,
LAO,2012,4670,,
LVA,2012,19970.031,,
LBN,2012,16284.763,,
LSO,2012,2456,,
LBR,2012,853,,
LBY,2012,25302.516,,
LTU,2012,21305.004,,
LUX,2012,53675.46,,
MDG,2012,1350.6381,,
MWI,2012,1089.3064,,
MYS,2012,20162.178,,
MLI,2012,1449.1959,,
MLT,2012,24629.777,,
MRT,2012,3213,,
MUS,2012,17021.246,,
MEX,2012,15547.994,,
MDA,2012,4914.038,,
MNG,2012,10493,,
MNE,2012,15421,,
MAR,2012,7355.326,,
MOZ,2012,964.58234,,
MMR,2012,4091.202,,
NAM,2012,8482.415,,
NPL,2012,2258,,
NLD,2012,43968.254,,
NZL,2012,32714.732,,
NIC,2012,4376,,
NER,2012,849.7977,,
NGA,2012,5216.3154,,
PRK,2012,1770.9209,,
MKD,2012,11255.701,,
NOR,2012,81725.22,,
OMN,2012,47427.582,,
PAK,2012,4538.3457,,
PSE,2012,5054,,
PAN,2012,18051,,
PRY,2012,7232.376,,
PER,2012,10605.589,,
PHL,2012,6155.8296,,
POL,2012,22169.826,,
PRT,2012,24211.438,,
PRI,2012,34395,,
QAT,2012,154339.81,,
ROU,2012,17580.932,,
RUS,2012,24020.31,,
RWA,2012,1528.552,,
LCA,2012,10067,,
STP,2012,3217,,
SAU,2012,49835.047,,
SEN,2012,2141.3882,,
SRB,2012,12438.256,,
SYC,2012,22130,,
SLE,2012,1665,,
SGP,2012,62855.523,,
SVK,2012,22745.203,,
SVN,2012,25269.232,,
ZAF,2012,11938.226,,
KOR,2012,32826.48,,
ESP,2012,30645.215,,
LKA,2012,9599.045,,
SWE,2012,41523.145,,
CHE,2012,58750.938,,
SYR,2012,4443.686,,
TWN,2012,39291.184,,
TJK,2012,3283.9092,,
TZA,2012,2271.4644,,
THA,2012,14202.251,,
TGO,2012,1263,,
TTO,2012,30944.223,,
TUN,2012,10750.85,,
TUR,2012,18539.223,,
TKM,2012,17333.729,,
OWID_USS,2012,17984.639,,
UGA,2012,1878.8959,,
UKR,2012,10381.639,,
ARE,2012,66007,,
GBR,2012,35243.64,,
USA,2012,50436.434,,
URY,2012,17776.027,,
UZB,2012,7847.0747,,
VEN,2012,18486.459,,
VNM,2012,4987.9644,,
YEM,2012,4064.3423,,
OWID_YGS,2012,14331,,
ZMB,2012,3344.8652,,
ZWE,2012,1749.8566,,
AFG,2013,2025,,
ALB,2013,9748.728,,
DZA,2013,13508.265,,
AGO,2013,8463.942,,
ARG,2013,19821.643,,
ARM,2013,9395.087,,
AUS,2013,47260.953,,
AUT,2013,41301.94,,
AZE,2013,17146.223,,
BHR,2013,37704.21,,
BGD,2013,3057.4697,,
BRB,2013,11809,,
BLR,2013,18456.41,,
BEL,2013,38169.832,,
BEN,2013,1939,,
BOL,2013,5775.7515,,
BIH,2013,9113.055,,
BWA,2013,14355.76,,
BRA,2013,15305.414,,
BGR,2013,15314.154,,
BFA,2013,1424.2133,,
BDI,2013,738,,
KHM,2013,2813.6704,,
CMR,2013,2590.71,,
CAN,2013,43008.83,,
CPV,2013,6234,,
CAF,2013,567,,
TCD,2013,1776.092,,
CHL,2013,21171.06,,
CHN,2013,11731.295,,
COL,2013,12633.481,,
COM,2013,1619,,
COG,2013,6140.1865,,
CRI,2013,12952.746,,
CIV,2013,2821.8762,,
HRV,2013,19402.938,,
CUB,2013,7379,,
CYP,2013,24281.812,,
CZE,2013,26467.629,,
OWID_CZS,2013,25237.068,,
COD,2013,756.906,,
DNK,2013,43743.61,,
DJI,2013,2724,,
DMA,2013,9145,,
DOM,2013,12290.143,,
ECU,2013,10761.351,,
EGY,2013,10871.145,,
SLV,2013,7845,,
GNQ,2013,43209,,
EST,2013,23204.111,,
SWZ,2013,7805,,
ETH,2013,1385.158,,
FIN,2013,37203.145,,
,2013,2973.4575,,
FRA,2013,36647.22,,
GAB,2013,16964.445,,
GMB,2013,1767,,
GEO,2013,9856.679,,
DEU,2013,43359.137,,
GHA,2013,3621.6008,,
GRC,2013,22335.27,,
GTM,2013,6813.4116,,
GIN,2013,1421,,
GNB,2013,1378,,
HTI,2013,1722,,
HND,2013,4561,,
HKG,2013,45997.89,,
HUN,2013,21163.564,,
ISL,2013,38245.496,,
IND,2013,5224.1445,,
IDN,2013,9676.147,,
IRN,2013,16842.896,,
IRQ,2013,12877.205,,
IRL,2013,48181.234,,
ISR,2013,30316.602,,
ITA,2013,33317.242,,
JAM,2013,7147.5337,,
JPN,2013,36312.348,,
JOR,2013,10834.426,,
KAZ,2013,23110.025,,
KEN,2013,2786.1372,,
KWT,2013,80098.64,,
KGZ,2013,4509.7515,,
LAO,2013,4961,,
LVA,2013,20581.918,,
LBN,2013,15145.569,,
LSO,2013,2559,,
LBR,2013,900,,
LBY,2013,20190.09,,
LTU,2013,22285.684,,
LUX,2013,53973.395,,
MDG,2013,1345.351,,
MWI,2013,1112.7039,,
MYS,2013,20819.164,,
MLI,2013,1444.1879,,
MLT,2013,25611.121,,
MRT,2013,3319,,
MUS,2013,17555.555,,
MEX,2013,15614.781,,
MDA,2013,5414.3506,,
MNG,2013,11545,,
MNE,2013,16064,,
MAR,2013,7599.724,,
MOZ,2013,1003.7287,,
MMR,2013,4371.003,,
NAM,2013,8788.875,,
NPL,2013,2316,,
NLD,2013,43782.97,,
NZL,2013,33109.26,,
NIC,2013,4527,,
NER,2013,861.0156,,
NGA,2013,5356.3887,,
PRK,2013,1781.3009,,
MKD,2013,11568.169,,
NOR,2013,81564.3,,
OMN,2013,48900.758,,
PAK,2013,4638.1616,,
PSE,2013,5054,,
PAN,2013,18979,,
PRY,2013,7735.565,,
PER,2013,11173.4375,,
PHL,2013,6465.518,,
POL,2013,22378.305,,
PRT,2013,24119.96,,
PRI,2013,34736,,
QAT,2013,155657.12,,
ROU,2013,17691.443,,
RUS,2013,24389.973,,
RWA,2013,1552.4253,,
LCA,2013,10037,,
STP,2013,3314,,
SAU,2013,50021.12,,
SEN,2013,2127.3865,,
SRB,2013,12860.451,,
SYC,2013,23036,,
SLE,2013,1965,,
SGP,2013,64821.926,,
SVK,2013,22860.525,,
SVN,2013,24975.363,,
ZAF,2013,12048.068,,
KOR,2013,33711.656,,
ESP,2013,30327.451,,
LKA,2013,9898.523,,
SWE,2013,41661.805,,
CHE,2013,59120.062,,
SYR,2013,3487.681,,
TWN,2013,40140.73,,
TJK,2013,3464.207,,
TZA,2013,2353.3416,,
THA,2013,14504.184,,
TGO,2013,1292,,
TTO,2013,31976.953,,
TUN,2013,10881.511,,
TUR,2013,19855.717,,
TKM,2013,17080.463,,
OWID_USS,2013,18324.27,,
UGA,2013,1895.4644,,
UKR,2013,10405.39,,
ARE,2013,66825.305,,
GBR,2013,35660.56,,
USA,2013,51010.797,,
URY,2013,18553.332,,
UZB,2013,8340.988,,
VEN,2013,18484.234,,
VNM,2013,5199.779,,
YEM,2013,4139.823,,
OWID_YGS,2013,14500,,
ZMB,2013,3409.314,,
ZWE,2013,1766.3789,,
AFG,2014,2022,,
ALB,2014,9942.276,,
DZA,2014,13760.384,,
AGO,2014,8548.293,,
ARG,2014,19112.232,,
ARM,2014,9745.136,,
AUS,2014,47753.848,,
AUT,2014,41250.508,,
AZE,2014,17451.1,,
BHR,2014,38364.83,,
BGD,2014,3216.8923,,
BRB,2014,11780,,
BLR,2014,18805.18,,
BEL,2014,38599.426,,
BEN,2014,2008,,
BOL,2014,5988.2773,,
BIH,2014,9228.818,,
BWA,2014,14929.678,,
BRA,2014,15251.89,,
BGR,2014,15550.346,,
BFA,2014,1443.2963,,
BDI,2014,748,,
KHM,2014,2982.7285,,
CMR,2014,2657.403,,
CAN,2014,43800.64,,
CPV,2014,6262,,
CAF,2014,561,,
TCD,2014,1829.8347,,
CHL,2014,21337.76,,
CHN,2014,12515.198,,
COL,2014,12981.565,,
COM,2014,1647,,
COG,2014,6428.496,,
CRI,2014,13241.992,,
CIV,2014,2995.1501,,
HRV,2014,19403.594,,
CUB,2014,7628,,
CYP,2014,24114.586,,
CZE,2014,27030.19,,
OWID_CZS,2014,25808.537,,
COD,2014,784.5593,,
DNK,2014,44215.633,,
DJI,2014,2823,,
DMA,2014,9507,,
DOM,2014,13011.521,,
ECU,2014,11016.161,,
EGY,2014,11135.728,,
SLV,2014,7935,,
GNQ,2014,41907,,
EST,2014,23982.828,,
SWZ,2014,7927,,
ETH,2014,1488.9333,,
FIN,2014,36907.92,,
,2014,3031.0374,,
FRA,2014,36818.54,,
GAB,2014,17098.143,,
GMB,2014,1743,,
GEO,2014,10307.604,,
DEU,2014,44132.758,,
GHA,2014,3627.8384,,
GRC,2014,22591.598,,
GTM,2014,6978.106,,
GIN,2014,1399,,
GNB,2014,1355,,
HTI,2014,1749,,
HND,2014,4620,,
HKG,2014,46941.586,,
HUN,2014,22118.75,,
ISL,2014,38463.027,,
IND,2014,5524.1147,,
IDN,2014,10050.717,,
IRN,2014,17449.938,,
IRQ,2014,12559.504,,
IRL,2014,50732.348,,
ISR,2014,30906.148,,
ITA,2014,33310.703,,
JAM,2014,7198.43,,
JPN,2014,36440.215,,
JOR,2014,9765.811,,
KAZ,2014,23819.748,,
KEN,2014,2852.933,,
KWT,2014,79103.414,,
KGZ,2014,4644.326,,
LAO,2014,5251,,
LVA,2014,21168.535,,
LBN,2014,13586.273,,
LSO,2014,2644,,
LBR,2014,884,,
LBY,2014,15154.099,,
LTU,2014,23273.172,,
LUX,2014,54100.086,,
MDG,2014,1354.1407,,
MWI,2014,1142.9807,,
MYS,2014,21769.006,,
MLI,2014,1505.6677,,
MLT,2014,27007.89,,
MRT,2014,3459,,
MUS,2014,18192.188,,
MEX,2014,15883.877,,
MDA,2014,5744.252,,
MNG,2014,12283,,
MNE,2014,16437,,
MAR,2014,7714.632,,
MOZ,2014,1049.1935,,
MMR,2014,4684.643,,
NAM,2014,9134.8545,,
NPL,2014,2421,,
NLD,2014,44245.56,,
NZL,2014,33591.32,,
NIC,2014,4685,,
NER,2014,884.34576,,
NGA,2014,5550.727,,
PRK,2014,1791.3436,,
MKD,2014,11968.066,,
NOR,2014,82311.33,,
OMN,2014,48528.41,,
PAK,2014,4750.878,,
PSE,2014,4939,,
PAN,2014,19855,,
PRY,2014,8047.5933,,
PER,2014,11389.862,,
PHL,2014,6760.7627,,
POL,2014,23247.818,,
PRT,2014,24442.387,,
PRI,2014,34787,,
QAT,2014,157712.9,,
ROU,2014,18487.26,,
RUS,2014,24135.035,,
RWA,2014,1601.3938,,
LCA,2014,10035,,
STP,2014,3474,,
SAU,2014,50790.992,,
SEN,2014,2191.9766,,
SRB,2014,12717.727,,
SYC,2014,24250,,
SLE,2014,2007,,
SGP,2014,66498.555,,
SVK,2014,23453.041,,
SVN,2014,25638.66,,
ZAF,2014,12034.149,,
KOR,2014,34573.09,,
ESP,2014,30842.184,,
LKA,2014,10437.811,,
SWE,2014,42346.836,,
CHE,2014,59775.54,,
SYR,2014,3384.4143,,
TWN,2014,41930.84,,
TJK,2014,3631.8794,,
TZA,2014,2436.4563,,
THA,2014,14571.971,,
TGO,2014,1334,,
TTO,2014,32878.203,,
TUN,2014,11084.781,,
TUR,2014,20557.4,,
TKM,2014,17536.766,,
OWID_USS,2014,18281.469,,
UGA,2014,1941.1904,,
UKR,2014,9817.459,,
ARE,2014,67791.39,,
GBR,2014,36521.86,,
USA,2014,51796.62,,
URY,2014,19104.312,,
UZB,2014,8831.602,,
VEN,2014,17579.223,,
VNM,2014,5465.4834,,
YEM,2014,4019.4,,
OWID_YGS,2014,14627,,
ZMB,2014,3461.09,,
ZWE,2014,1789.0048,,Asia
OWID_ABK,2015,,,Asia
AFG,2015,1928,,Asia
OWID_AKD,2015,,,Europe
ALA,2015,,,Europe
ALB,2015,10192.529,,Africa
DZA,2015,14007.894,,Oceania
ASM,2015,,,Europe
AND,2015,,,Africa
AGO,2015,8319.567,,North America
AIA,2015,,,Antarctica
ATA,2015,,,North America
ATG,2015,,,South America
ARG,2015,19423.666,,Asia
ARM,2015,10076.352,,North America
ABW,2015,,,Oceania
AUS,2015,48145.53,,Europe
AUT,2015,41255.715,,Europe
OWID_AUH,2015,,,Asia
AZE,2015,17463.758,,Europe
OWID_BAD,2015,,,North America
BHS,2015,,,Asia
BHR,2015,38369.66,,Asia
BGD,2015,3402.3213,,North America
BRB,2015,11849,,Europe
OWID_BAV,2015,,,Europe
BLR,2015,18122.863,,Europe
BEL,2015,39160.324,,North America
BLZ,2015,,,Africa
BEN,2015,2055,,North America
BMU,2015,,,Asia
BTN,2015,,,South America
BOL,2015,6176.267,,North America
BES,2015,,,Europe
BIH,2015,9639.478,,Africa
BWA,2015,13980.036,,Antarctica
BVT,2015,,,South America
BRA,2015,14583.982,,Asia
IOT,2015,,,North America
VGB,2015,,,Asia
BRN,2015,,,Europe
BGR,2015,16186.409,,Africa
BFA,2015,1456.9303,,Africa
BDI,2015,694,,Asia
KHM,2015,3149.8743,,Africa
CMR,2015,2718.3054,,North America
CAN,2015,43761.527,,Africa
CPV,2015,6266,,North America
CYM,2015,,,Africa
CAF,2015,576,,Africa
TCD,2015,1802.3212,,Europe
OWID_CIS,2015,,,South America
CHL,2015,21574.018,,Asia
CHN,2015,13325.432,,Asia
CXR,2015,,,Asia
CCK,2015,,,South America
COL,2015,13237.291,,Africa
COM,2015,1696,,Africa
COG,2015,6079.4575,,Oceania
COK,2015,,,North America
CRI,2015,13557.923,,Africa
CIV,2015,3182.1077,,Europe
HRV,2015,20025.754,,North America
CUB,2015,7889,,North America
CUW,2015,,,Europe
CYP,2015,25081.504,,Europe
CZE,2015,28437.604,,Europe
OWID_CZS,2015,27144.95,,Africa
COD,2015,806.7695,,Europe
DNK,2015,44940.887,,Africa
DJI,2015,2941,,North America
DMA,2015,9319,,North America
DOM,2015,13765.119,,
,2015,16298.285,,Europe
OWID_GDR,2015,,,Asia
TLS,2015,,,
,2015,18062.734,,South America
ECU,2015,10878.766,,Africa
EGY,2015,11312.848,,North America
SLV,2015,8109,,Africa
GNQ,2015,37822,,Africa
ERI,2015,,,Europe
EST,2015,24473.66,,Africa
SWZ,2015,7969,,Africa
ETH,2015,1601.2638,,Africa
OWID_ERE,2015,,,South America
FLK,2015,,,Europe
FRO,2015,,,Oceania
FJI,2015,,,Europe
FIN,2015,36986.7,,
,2015,3087.5115,,Europe
FRA,2015,37077.89,,South America
GUF,2015,,,Oceania
PYF,2015,,,Antarctica
ATF,2015,,,Africa
GAB,2015,17180,,Africa
GMB,2015,1786,,Asia
GEO,2015,10629.594,,Europe
DEU,2015,44405.168,,Africa
GHA,2015,3610.646,,Europe
GIB,2015,,,Europe
GRC,2015,22696.203,,North America
GRL,2015,,,North America
GRD,2015,,,North America
GLP,2015,,,Oceania
GUM,2015,,,North America
GTM,2015,7126.9927,,Europe
GGY,2015,,,Africa
GIN,2015,1364,,Africa
GNB,2015,1393,,South America
GUY,2015,,,North America
HTI,2015,1742,,Europe
OWID_HAN,2015,,,Antarctica
HMD,2015,,,Europe
OWID_HSE,2015,,,Europe
OWID_HSG,2015,,,North America
HND,2015,4706,,Asia
HKG,2015,47653.695,,Europe
HUN,2015,22993.375,,Europe
ISL,2015,39756.527,,Asia
IND,2015,5869.8467,,Asia
IDN,2015,10432.305,,Asia
IRN,2015,16922.88,,Asia
IRQ,2015,12574.508,,Europe
IRL,2015,53196.598,,Europe
IMN,2015,,,Asia
ISR,2015,31050.408,,Europe
ITA,2015,33620.742,,North America
JAM,2015,7268.231,,Asia
JPN,2015,37053.176,,Europe
JEY,2015,,,Asia
JOR,2015,9307.248,,Asia
KAZ,2015,23782.562,,Africa
KEN,2015,2921.3428,,Oceania
KIR,2015,,,Asia
OWID_KRU,2015,,,Europe
OWID_KOS,2015,,,Asia
KWT,2015,78261.195,,Asia
KGZ,2015,4772.76,,Asia
LAO,2015,5559,,
,2015,14328.678,,Europe
LVA,2015,22179.42,,Asia
LBN,2015,12982.721,,Africa
LSO,2015,2710,,Africa
LBR,2015,865,,Africa
LBY,2015,14720.548,,Europe
LIE,2015,,,Europe
LTU,2015,23968.848,,Europe
LUX,2015,54251.45,,Asia
MAC,2015,,,Africa
MDG,2015,1360.7545,,Africa
MWI,2015,1144.3241,,Asia
MYS,2015,22550.342,,Asia
MDV,2015,,,Africa
MLI,2015,1555.8046,,Europe
MLT,2015,28906.48,,Oceania
MHL,2015,,,North America
MTQ,2015,,,Africa
MRT,2015,3424,,Africa
MUS,2015,18828,,Africa
MYT,2015,,,Europe
OWID_MEC,2015,,,North America
MEX,2015,16235.004,,Oceania
FSM,2015,,,
,2015,18401.537,,Europe
OWID_MOD,2015,,,Europe
MDA,2015,5784.4917,,Europe
MCO,2015,,,Asia
MNG,2015,12398,,Europe
MNE,2015,17249,,North America
MSR,2015,,,Africa
MAR,2015,7959.528,,Africa
MOZ,2015,1090.3977,,Asia
MMR,2015,4984.669,,Asia
OWID_NAG,2015,,,Africa
NAM,2015,9333.583,,Oceania
NRU,2015,,,Asia
NPL,2015,2455,,Europe
NLD,2015,44912.664,,North America
ANT,2015,,,Oceania
NCL,2015,,,Oceania
NZL,2015,34248.477,,North America
NIC,2015,4866,,Africa
NER,2015,888.36847,,Africa
NGA,2015,5558.026,,Oceania
NIU,2015,,,Oceania
NFK,2015,,,Asia
PRK,2015,1762.5167,,Europe
MKD,2015,12412.94,,Asia
OWID_CYN,2015,,,Oceania
MNP,2015,,,Europe
NOR,2015,82983.99,,Asia
OMN,2015,49926.875,,Asia
PAK,2015,4889.915,,Oceania
PLW,2015,,,Asia
PSE,2015,5003,,North America
PAN,2015,20723,,Oceania
PNG,2015,,,South America
PRY,2015,8188.404,,Europe
OWID_PMA,2015,,,South America
PER,2015,11713.57,,Asia
PHL,2015,7070.4756,,Oceania
PCN,2015,,,Europe
POL,2015,24285.14,,Europe
PRT,2015,24983.701,,North America
PRI,2015,35384,,Asia
QAT,2015,159800.19,,Asia
OWID_RVN,2015,,,Africa
REU,2015,,,Europe
ROU,2015,19162.186,,Europe
RUS,2015,23607.953,,Africa
RWA,2015,1708.3467,,North America
BLM,2015,,,Africa
SHN,2015,,,North America
KNA,2015,,,North America
LCA,2015,10185,,North America
MAF,2015,,,North America
SPM,2015,,,North America
VCT,2015,,,Oceania
WSM,2015,,,Europe
SMR,2015,,,Africa
STP,2015,3545,,Asia
SAU,2015,51941.598,,Europe
OWID_SAX,2015,,,Africa
SEN,2015,2262.3123,,Europe
SRB,2015,13013.854,,Europe
OWID_SRM,2015,,,Europe
OWID_SEK,2015,,,Africa
SYC,2015,25690,,Africa
SLE,2015,1563,,Asia
SGP,2015,67673.94,,North America
SXM,2015,,,Europe
SVK,2015,24647.719,,Europe
SVN,2015,26186.248,,Oceania
SLB,2015,,,Africa
SOM,2015,,,Africa
OWID_SML,2015,,,Africa
ZAF,2015,12009.91,,South America
SGS,2015,,,Asia
KOR,2015,35357.52,,Asia
OWID_SOS,2015,,,Africa
SSD,2015,,,
,2015,6704.329,,Europe
ESP,2015,32057.098,,Asia
LKA,2015,10784.185,,
,2015,3523.8147,,Africa
SDN,2015,,,South America
SUR,2015,,,Europe
SJM,2015,,,Europe
SWE,2015,43782.457,,Europe
CHE,2015,60070.867,,Asia
SYR,2015,3464.0376,,Asia
TWN,2015,42438.46,,Asia
TJK,2015,3784.3435,,Africa
TZA,2015,2505.9724,,Asia
THA,2015,14960.908,,Africa
TGO,2015,1370,,Oceania
TKL,2015,,,Oceania
TON,2015,,,Europe
OWID_TRS,2015,,,North America
TTO,2015,32480.59,,Africa
TUN,2015,11063.081,,Asia
TUR,2015,21519.33,,Asia
TKM,2015,17857.26,,North America
TCA,2015,,,Europe
OWID_TUS,2015,,,Oceania
TUV,2015,,,Europe
OWID_SIC,2015,,,Europe
OWID_USS,2015,17920.44,,Africa
UGA,2015,2026.8052,,Europe
UKR,2015,8959.174,,Asia
ARE,2015,71319.61,,Europe
GBR,2015,37101.227,,North America
USA,2015,52808.152,,Oceania
UMI,2015,,,North America
VIR,2015,,,South America
URY,2015,19123.604,,Asia
UZB,2015,9381.347,,Oceania
VUT,2015,,,Europe
VAT,2015,,,South America
VEN,2015,16333.083,,Asia
VNM,2015,5776.465,,Oceania
WLF,2015,,,Europe
OWID_GFR,2015,,,
,2015,38740.285,,Africa
ESH,2015,,"United States, Canada, Australia and New Zealand",
,2015,51453.055,,
OWID_WRL,2015,14713.451,,Europe
OWID_WRT,2015,,,Asia
YEM,2015,2820.6172,,Asia
OWID_YAR,2015,,,Asia
OWID_YPR,2015,,,Europe
OWID_YGS,2015,14971,,Africa
ZMB,2015,3454.3528,,Africa
OWID_ZAN,2015,,,Africa
ZWE,2015,1798.7872,,
AFG,2016,1931.2438,,
ALB,2016,10547.255,,
DZA,2016,14198.272,,
AGO,2016,7819.1475,,
ARG,2016,18819.643,,
ARM,2016,10113.051,,
AUS,2016,48675.137,,
AUT,2016,41545.5,,
AZE,2016,16770.85,,
BHR,2016,38805.39,,
BGD,2016,3598.5103,,
BRB,2016,12124.693,,
BLR,2016,17701.959,,
BEL,2016,39456.863,,
BEN,2016,2061.9036,,
BOL,2016,6337.799,,
BIH,2016,9966.366,,
BWA,2016,14752.188,,
BRA,2016,13990.646,,
BGR,2016,16795.824,,
BFA,2016,1500.0236,,
BDI,2016,704.635,,
KHM,2016,3312.0815,,
CMR,2016,2758.029,,
CAN,2016,43702.08,,
CPV,2016,6461.3506,,
CAF,2016,592.92346,,
TCD,2016,1648.0383,,
CHL,2016,21715.713,,
CHN,2016,14138.955,,
COL,2016,13367.445,,
COM,2016,1705.7402,,
COG,2016,5315.17,,
CRI,2016,13959.342,,
CIV,2016,3328.9795,,
HRV,2016,20915.227,,
CUB,2016,7928.05,,
CYP,2016,26607.555,,
CZE,2016,29097.504,,
OWID_CZS,2016,27732.625,,
COD,2016,783.0341,,
DNK,2016,46018.984,,
DJI,2016,3084.5425,,
DMA,2016,9567.251,,
DOM,2016,14530.1,,
,2016,17048.79,,
,2016,18301.775,,
ECU,2016,10603.806,,
EGY,2016,11458.447,,
SLV,2016,8289.273,,
GNQ,2016,33206.637,,
EST,2016,25196.154,,
SWZ,2016,7993.1494,,
ETH,2016,1722.3092,,
FIN,2016,37924.152,,
,2016,3139.7502,,
FRA,2016,37343.84,,
GAB,2016,16995.238,,
GMB,2016,1770.3645,,
GEO,2016,10945.466,,
DEU,2016,45030.47,,
GHA,2016,3640.779,,
GRC,2016,22679.81,,
GTM,2016,7186.66,,
GIN,2016,1472.953,,
GNB,2016,1443.4241,,
HTI,2016,1748.7269,,
HND,2016,4803.2803,,
HKG,2016,48385.113,,
HUN,2016,23568.926,,
ISL,2016,41682.867,,
IND,2016,6326.0645,,
IDN,2016,10849.67,,
IRN,2016,17738.059,,
IRQ,2016,14173.763,,
IRL,2016,53686.844,,
ISR,2016,31822.875,,
ITA,2016,34120.42,,
JAM,2016,7381.3325,,
JPN,2016,37384.56,,
JOR,2016,9149.412,,
KAZ,2016,23731.512,,
KEN,2016,2975.4795,,
KWT,2016,79289.17,,
KGZ,2016,4925.4097,,
LAO,2016,5859.663,,
,2016,14074.377,,
LVA,2016,22913.023,,
LBN,2016,13073.557,,
LSO,2016,2774.5996,,
LBR,2016,843.52625,,
LBY,2016,14219.172,,
LTU,2016,24886.84,,
LUX,2016,55516.098,,
MDG,2016,1379.3699,,
MWI,2016,1138.7363,,
MYS,2016,23251.902,,
MLI,2016,1602.7819,,
MLT,2016,29207.27,,
MRT,2016,3376.7524,,
MUS,2016,19525.314,,
MEX,2016,16705.047,,
,2016,18831.977,,
MDA,2016,6102.6943,,
MNG,2016,12313.544,,
MNE,2016,17777.416,,
MAR,2016,7912.222,,
MOZ,2016,1102.8173,,
MMR,2016,5252.832,,
NAM,2016,9152.549,,
NPL,2016,2443.4324,,
NLD,2016,45654.47,,
NZL,2016,34879.938,,
NIC,2016,5015.8643,,
NER,2016,903.57153,,
NGA,2016,5337.1294,,
PRK,2016,1821.212,,
MKD,2016,12752.585,,
NOR,2016,83213.016,,
OMN,2016,51382.734,,
PAK,2016,5030.8354,,
PSE,2016,5316.9883,,
PAN,2016,21445.125,,
PRY,2016,8438.709,,
PER,2016,12132.035,,
PHL,2016,7463.518,,
POL,2016,25020.621,,
PRT,2016,25568.695,,
PRI,2016,35594.523,,
QAT,2016,160051.23,,
ROU,2016,19825.604,,
RUS,2016,23610.37,,
RWA,2016,1774.9015,,
LCA,2016,10486.955,,
STP,2016,3629.3381,,
SAU,2016,51959.074,,
SEN,2016,2335.8652,,
SRB,2016,13518.949,,
SYC,2016,28588.604,,
SLE,2016,1622.4203,,
SGP,2016,69211.05,,
SVK,2016,25087.715,,
SVN,2016,27004.717,,
ZAF,2016,11908.111,,
KOR,2016,36255.24,,
,2016,7084.0864,,
ESP,2016,33002.676,,
LKA,2016,11236.119,,
,2016,3477.2732,,
SWE,2016,44131.03,,
CHE,2016,60647.64,,
SYR,2016,3380.5535,,
TWN,2016,43262.195,,
TJK,2016,3978.5557,,
TZA,2016,2592.6619,,
THA,2016,15411.534,,
TGO,2016,1412.9878,,
TTO,2016,30158.125,,
TUN,2016,11064.023,,
TUR,2016,21937.162,,
TKM,2016,17484.646,,
OWID_USS,2016,17987.484,,
UGA,2016,1953.0966,,
UKR,2016,9221.608,,
ARE,2016,74292.95,,
GBR,2016,37593.906,,
USA,2016,53301.016,,
URY,2016,19393.982,,
UZB,2016,9845.353,,
VEN,2016,13428.789,,
VNM,2016,6089.623,,
,2016,39299.83,"United States, Canada, Australia and New Zealand",
,2016,51890.56,,
OWID_WRL,2016,15029.054,,
YEM,2016,2495.4993,,
OWID_YGS,2016,15537.365,,
ZMB,2016,3476.8513,,
ZWE,2016,1782.8301,,
AFG,2017,1909.733,,
ALB,2017,10958.307,,
DZA,2017,14149.915,,
